Date,AV,C,TV
2014-08-25,5400.660095214844,9599.339904785156,15000.0
2014-08-26,8873.880157470703,6126.119842529297,15000.0
2014-08-27,9359.010269165039,5651.739860534668,15010.750129699707
2014-08-28,12279.83493614197,2692.894992828369,14972.729928970339
2014-08-29,13511.120128631592,1424.1015243530273,14935.22165298462
2014-09-02,7091.919984817505,7911.921607971191,15003.841592788696
2014-09-03,7263.33996963501,7875.991674423218,15139.331644058228
2014-09-04,14313.950180053711,804.7715969085693,15118.72177696228
2014-09-05,14363.900245666504,752.9715518951416,15116.871797561646
2014-09-08,14952.510204315186,125.67154121398926,15078.181745529175
2014-09-09,14988.790126800537,36.86153984069824,15025.651666641235
2014-09-10,14919.139972686768,88.66153144836414,15007.801504135132
2014-09-11,14932.80976486206,66.71153068542469,14999.521295547485
2014-09-12,14871.979721069336,44.89153099060047,14916.871252059937
2014-09-15,14879.350128173828,44.89153099060047,14924.241659164429
2014-09-16,12704.060041427612,2257.101648330688,14961.1616897583
2014-09-17,13116.489976882935,1827.6416378021236,14944.131614685059
2014-09-18,13841.069967269897,1114.2416591644283,14955.311626434326
2014-09-19,13824.300102233887,1158.4316005706787,14982.731702804565
